source_plate,destination_plate,source_well,destination_well,volume_nL
color_plate,art_plate,A1,J32,350
color_plate,art_plate,A1,J33,350
color_plate,art_plate,A1,J34,350
color_plate,art_plate,A1,J42,350
color_plate,art_plate,A1,J43,350
color_plate,art_plate,A1,J44,350
color_plate,art_plate,A1,K2,350
color_plate,art_plate,A1,K3,350
color_plate,art_plate,A1,K13,350
color_plate,art_plate,A1,K17,350
color_plate,art_plate,A1,K18,350
color_plate,art_plate,A1,K19,350
color_plate,art_plate,A1,K21,350
color_plate,art_plate,A1,K22,350
color_plate,art_plate,A1,K23,350
color_plate,art_plate,A1,K24,350
color_plate,art_plate,A1,K26,350
color_plate,art_plate,A1,K29,350
color_plate,art_plate,A1,K30,350
color_plate,art_plate,A1,K32,350
color_plate,art_plate,A1,K37,350
color_plate,art_plate,A1,K38,350
color_plate,art_plate,A1,K43,350
color_plate,art_plate,A1,L13,350
color_plate,art_plate,A1,L17,350
color_plate,art_plate,A1,L18,350
color_plate,art_plate,A1,L19,350
color_plate,art_plate,A1,L21,350
color_plate,art_plate,A1,L22,350
color_plate,art_plate,A1,L23,350
color_plate,art_plate,A1,L25,350
color_plate,art_plate,A1,L26,350
color_plate,art_plate,A1,L27,350
color_plate,art_plate,A1,L28,350
color_plate,art_plate,A1,L29,350
color_plate,art_plate,A1,L31,350
color_plate,art_plate,A1,L32,350
color_plate,art_plate,A1,L34,350
color_plate,art_plate,A1,L36,350
color_plate,art_plate,A1,L39,350
color_plate,art_plate,A1,L40,350
color_plate,art_plate,A1,L41,350
color_plate,art_plate,A1,L43,350
color_plate,art_plate,A1,L44,350
color_plate,art_plate,A1,M2,350
color_plate,art_plate,A1,M3,350
color_plate,art_plate,A1,M13,350
color_plate,art_plate,A1,M14,350
color_plate,art_plate,A1,M16,350
color_plate,art_plate,A1,M17,350
color_plate,art_plate,A1,M18,350
color_plate,art_plate,A1,M20,350
color_plate,art_plate,A1,M22,350
color_plate,art_plate,A1,M27,350
color_plate,art_plate,A1,M29,350
color_plate,art_plate,A1,M32,350
color_plate,art_plate,A1,M33,350
color_plate,art_plate,A1,M36,350
color_plate,art_plate,A1,M37,350
color_plate,art_plate,A1,M38,350
color_plate,art_plate,A1,M40,350
color_plate,art_plate,A1,M43,350
color_plate,art_plate,A1,N1,350
color_plate,art_plate,A1,N4,350
color_plate,art_plate,A1,N13,350
color_plate,art_plate,A1,N15,350
color_plate,art_plate,A1,N16,350
color_plate,art_plate,A1,N17,350
color_plate,art_plate,A1,N18,350
color_plate,art_plate,A1,N19,350
color_plate,art_plate,A1,N24,350
color_plate,art_plate,A1,N26,350
color_plate,art_plate,A1,N28,350
color_plate,art_plate,A1,N29,350
color_plate,art_plate,A1,N30,350
color_plate,art_plate,A1,N31,350
color_plate,art_plate,A1,N32,350
color_plate,art_plate,A1,N33,350
color_plate,art_plate,A1,N36,350
color_plate,art_plate,A1,N38,350
color_plate,art_plate,A1,N44,350
color_plate,art_plate,A1,O1,350
color_plate,art_plate,A1,O2,350
color_plate,art_plate,A1,O3,350
color_plate,art_plate,A1,O4,350
color_plate,art_plate,A1,O13,350
color_plate,art_plate,A1,O16,350
color_plate,art_plate,A1,O17,350
color_plate,art_plate,A1,O19,350
color_plate,art_plate,A1,O21,350
color_plate,art_plate,A1,O25,350
color_plate,art_plate,A1,O26,350
color_plate,art_plate,A1,O27,350
color_plate,art_plate,A1,O29,350
color_plate,art_plate,A1,O30,350
color_plate,art_plate,A1,O31,350
color_plate,art_plate,A1,O35,350
color_plate,art_plate,A1,O37,350
color_plate,art_plate,A1,O38,350
color_plate,art_plate,A1,P1,350
color_plate,art_plate,A1,P4,350
color_plate,art_plate,A1,P13,350
color_plate,art_plate,A1,P14,350
